role,title,company,location,stipend,duration,skills_required,description,ppo,source
data-science,Artificial Intelligence (AI),Basti Ki Pathshala Foundation,Work from home,Unpaid,1 Month,"Python, Data Structures, Machine Learning, Data Science, Neural Networks, English Proficiency (Spoken), Natural Language Processing (NLP)","As an AI intern at Basti Ki Pathshala Foundation, you will have the opportunity to work with cutting-edge technologies such as Artificial Intelligence, ChatGPT, Gemini, Grok, Claude, and Machine Learning. Your role will be crucial in helping us develop innovative solutions to enhance our educational programs and services. 

Key Responsibilities:
1. Assist in designing and implementing AI algorithms to improve learning outcomes for students in underserved communities.
2. Collaborate with the team to create chatbots using ChatGPT to provide personalized support and assistance to students and teachers.
3. Utilize Gemini to analyze data and generate insights to drive decision-making and improve program effectiveness.
4. Work on developing and optimizing models using Grok for natural language processing and understanding.
5. Explore the capabilities of Claude for image recognition and develop applications for educational purposes.
6. Contribute to the development of machine learning models to automate and streamline processes within the organization.
7. Stay up-to-date with the latest advancements in AI technologies and bring new ideas to the table to drive innovation and impact. 

Join us on this exciting journey to revolutionize education through AI and make a real difference in the lives of students in need. Apply now and be part of our mission to empower the next generation!",Job offer post internship,Internshala
data-science,Database Building/Management,BABY DINO,Work from home,"₹ 1,000 - 2,000 /month",3 Months,"Data Interpretation, Data Cleaning, Data Manipulation","1. Generate and extract data from sources.
2. Clean them and extrapolate them to make them ready for model training.
3. Learn the art of making a perfect dataset.",No PPO Mentioned,Internshala
data-science,Artificial Intelligence (AI),UpperThrust Technologies Private Limited,Pune,"₹ 8,000 - 10,000 /month",2 Months,"JavaScript, Python, Machine Learning, Data Science, Artificial intelligence","•    Support the design, development, and testing of AI/GenAI use cases and workflow automations. 
•    Assist in building and optimizing prompt-based applications, AI assistants, and no-code/low-code automations. 
•    Evaluate and integrate AI tools for content generation, research, data processing, knowledge management, and productivity enhancement. 
•    Support data collection, cleaning, structuring, and analysis for AI-driven projects. 
•    Document workflows, implementation approaches, results, and best practices. 
•    Conduct research on emerging AI technologies, tools, and industry trends. 
•    Collaborate with different business teams to identify opportunities for automation and AI adoption. 
•    Participate in pilot projects and prototype development to validate AI use cases.",No PPO Mentioned,Internshala
data-science,Software Development,Jash Data Sciences Private Limited,Pune,"₹ 8,000 - 12,000 /month",6 Months,"Python, Algorithms, Data Structures","Key Responsibilities
1. Assist in collecting, cleaning, and analyzing structured and unstructured datasets.
2. Support the development, testing, and optimization of Machine Learning and Deep Learning models.
3. Work on AI projects involving Computer Vision, Natural Language Processing (NLP), and Generative AI under the guidance of mentors.
4. Contribute to building AI applications using Large Language Models (LLMs), prompt engineering techniques, and frameworks such as LangChain or LlamaIndex.
5. Create data visualizations and dashboards to present insights effectively.
6. Develop and execute SQL queries to extract, transform, and analyze data.
7. Assist in building and maintaining ETL pipelines and data processing workflows.
8. Work with databases, cloud platforms, and big data technologies to support data engineering tasks.
9. Participate in designing and developing web applications using modern web technologies and frameworks.
10. Develop and integrate REST APIs for application functionality.
11. Write clean, well-documented, and maintainable code while following coding best practices.
12. Use Git for version control and collaborate effectively with team members.
13. Perform testing, debugging, and troubleshooting of applications and data pipelines.
14. Participate in code reviews, team discussions, knowledge-sharing sessions, and technical learning activities.
15. Stay updated with emerging technologies and contribute innovative ideas to ongoing projects.",Job offer upto ₹ 5LPA post internship,Internshala
data-science,Artificial Intelligence (AI),Rpk Agrotech Exports Private Limited,Work from home,"₹ 1,500 - 10,000 /month",6 Months,"Python, Data Structures, React, Natural Language Processing (NLP), TypeScript, FastAPI, LLMOps","● Make the AI smarter. Help us improve how our agent understands users — prompts, evaluations, slot extraction, and the data flowing through our LLM pipeline. 
● Build the dashboards that show what the AI is doing. Operator and admin dashboards in React + Vite + TypeScript, backed by Python + Supabase. 
● Investigate when the agent gets a conversation wrong. Read the trace, find the root cause across LLM, policy, or data layers — propose a fix. 
● Sit in on architecture decisions. Your opinion will count. We are small enough that what you build today is in production tomorrow.",No PPO Mentioned,Internshala
data-science,Machine Learning,CareerNest,Work from home,"₹ 10,000 - 25,000 /month",2 Months,"Python, Machine Learning, Data Science","We are looking for passionate and curious minds to join our machine learning internship program. You will work closely with our data science team to develop, test, and deploy ML models to solve real-world problems.

 

1. Build and optimize machine learning models for classification, regression, clustering, etc.
2. Preprocess and clean large datasets for use in model training and evaluation.
3. Work with tools such as Python, scikit-learn, TensorFlow/PyTorch, Pandas, NumPy, etc.
4. Assist in developing APIs or dashboards to showcase model results.
5. Collaborate with cross-functional teams to deploy ML solutions.
6. Document and present findings regularly.",No PPO Mentioned,Internshala
data-science,Machine Learning,Qubixo,Work from home,"₹ 10,000 - 20,000 /month",3 Months,"Python, Data Analytics, Machine Learning, R Programming, Data Science, Natural Language Processing (NLP), Deep Learning","As a Machine Learning intern at Qubixo, you will have the opportunity to work with cutting-edge technologies and contribute to impactful projects. We are looking for someone who is proficient in Python, data analytics, machine learning, R Programming, data science, Natural Language Processing (NLP), deep learning, and artificial intelligence. 

Selected intern's day-to-day responsibilites include: 

1. Collaborating with our team to develop and implement machine learning models
2. Conducting research on new algorithms and techniques to improve our existing models
3. Analyzing and interpreting complex data sets to extract valuable insights
4. Building and testing prototypes to showcase the potential of machine learning applications
5. Assisting in the deployment and maintenance of machine learning solutions
6. Contributing to the development of new features and enhancements for our products
7. Staying up-to-date with the latest trends and advancements in machine learning and artificial intelligence. 

If you are passionate about machine learning and eager to gain hands-on experience in a dynamic environment, this internship is perfect for you. Join us at Qubixo and take your skills to the next level!",No PPO Mentioned,Internshala
data-science,Machine Learning,Amrata,Work from home,"₹ 10,000 - 20,000 /month",3 Months,"Python, Data Analytics, Machine Learning, R Programming, Data Science, Natural Language Processing (NLP), Deep Learning","Are you a passionate and driven individual looking to kickstart your career in 'Machine Learning?' Look no further! Amrata company is seeking a talented 'Machine Learning' intern to join our dynamic team. As an intern, you will have the opportunity to work alongside industry experts, gaining hands-on experience in cutting-edge technologies and contributing to innovative projects. 

Selected intern's day-to-day responsibilites include: 

1. Assist in developing and implementing machine learning models
2. Conduct data analysis and provide insights to improve model performance
3. Collaborate with cross-functional teams to integrate ML solutions into existing systems
4. Research and stay up-to-date on the latest trends and advancements in ML
5. Participate in brainstorming sessions to generate new ideas and solutions
6. Assist in testing and troubleshooting ML algorithms
7. Present findings and recommendations to stakeholders in a clear and concise manner

Don't miss out on this exciting opportunity to learn and grow in a supportive and collaborative environment. Apply now and take the first step towards a successful career in Machine Learning with Amrata company!",No PPO Mentioned,Internshala
data-science,Data Analytics,Amrata,Work from home,"₹ 10,000 - 20,000 /month",3 Months,"Python, SQL, Data Analytics, MS-Excel, Data Science, Power BI, Tableau","Are you a data wizard who thrives on untangling complex datasets and extracting valuable insights? Look no further! Amrata Company is seeking a dynamic Data Analytics intern to join our team. As a Python, SQL, Excel, Data Science, Power BI, and Tableau expert, you will have the opportunity to work on exciting projects and make a real impact on our business.



1. Utilize Python and SQL to clean, manipulate, and analyze large datasets
2. Develop data visualizations and dashboards in Tableau and Power BI to present findings to stakeholders
3. Assist in the implementation of predictive models and machine learning algorithms
4. Conduct in-depth data analysis to identify trends, patterns, and anomalies
5. Collaborate with cross-functional teams to drive data-driven decision-making
6. Support data quality assurance processes to ensure accuracy and reliability of data
7. Stay up-to-date on the latest trends and technologies in the field of data analytics

If you are a self-motivated individual with a passion for data analytics and a desire to learn and grow in a fast-paced environment, we want to hear from you! Join us at Amrata Company and take your data analytics skills to the next level.",No PPO Mentioned,Internshala
data-science,Machine Learning,Vaibhav Wakade,Work from home,"₹ 5,000 - 7,000 /month",6 Months,"Python, Data Analytics, MongoDB, Machine Learning, React Native, Natural Language Processing (NLP), Deep Learning","We are looking for a talented Machine Learning intern to join our team at Vaibhav Wakade company! If you have experience with Python Libraries, LLMOps, Data Analytics, NLP, Machine Learning, MERN, MongoDB, React Native, and Deep Learning, we want to hear from you. As an intern, you will have the opportunity to work on exciting projects and gain valuable hands-on experience in the field of machine learning. Your key responsibilities will include:

1. Collaborating with our team to develop and implement machine learning models
2. Conducting data analysis and research to support project objectives
3. Utilizing NLP techniques to extract insights from text data
4. Working with MERN stack technologies to build and deploy web applications
5. Managing and querying data using MongoDB
6. Developing mobile applications with React Native
7. Exploring deep learning algorithms to enhance model performance

If you are passionate about machine learning and eager to learn, apply now to join our dynamic team!",No PPO Mentioned,Internshala
data-science,AI Engineer,Vega Visionary Training FZE,Work from home,"₹ 13,000 - 17,000 /month",6 Months,"Python, GitHub, Natural Language Processing (NLP), Database Management System (DBMS), TypeScript, Artificial intelligence, Vector Dynamics","1. Design and build agent orchestration using LangChain — the control loop that lets an LLM plan, call tools, observe results, and decide what to do next 
2. Choose the right orchestration pattern for the job — single-agent loop, supervisor/subagent, or graph-based multi-step flows 
3. Build and maintain RAG pipelines backed by vector databases 
4. Design, version, and maintain reusable “skills” — scoped, testable capabilities an agent can invoke 
5. Build evaluation and observability pipelines using Langfuse — tracing runs, scoring outputs, catching regressions 
6. Build agent memory systems using Mem0 and Zep — what gets remembered across sessions and how it's used 
7. Build and maintain APIs in Python to serve agent capabilities to the rest of the product 
8. Decide when a task needs human-in-the-loop review versus an automated LLM-as-judge score, and build both 
9. Put guardrails at the point where the agent actually acts — authorizing tool calls and validating outcomes 
10. Debug multi-step and multi-agent failures by tracing runs end-to-end 
11. Manage cost/latency/capability tradeoffs across models, routing tasks to the right model for the job 
12. Deploy and scale agent systems on GPU infrastructure — capacity, cost, and reliability 
13. Maintain a clean, versioned codebase on GitHub with clear commit history and review practices. Keep the system maintainable as models, tools, and provider APIs change",No PPO Mentioned,Internshala
data-science,Data Analytics,Emoolar Technology Private Limited,Work from home,"₹ 3,000 - 4,000 /month",3 Months,Data Analytics,"Are you passionate about data analytics and looking for a hands-on internship opportunity to apply your skills? Emoolar Technology Private Limited is seeking a Data Analytics intern to join our dynamic team! As a Data Analytics intern, you will have the opportunity to work on exciting projects that will have a direct impact on the company's success. 

Key Responsibilities:
1. Assist in collecting, cleaning, and analyzing data to gain valuable insights.
2. Work closely with the Data Analytics team to develop and implement data-driven solutions.
3. Create visualizations and reports to communicate findings to stakeholders.
4. Collaborate with cross-functional teams to identify key business metrics and trends.
5. Conduct research on industry best practices and emerging technologies in data analytics.
6. Support in the development of algorithms and models to optimize data processes.
7. Present findings and recommendations to senior management for strategic decision-making. 

If you are a motivated individual with a strong background in data analytics and a desire to make a meaningful impact, apply now to join Emoolar Technology Private Limited as a Data Analytics intern!",No PPO Mentioned,Internshala
data-science,Data Analytics,3infotechsolution,Work from home,"₹ 25,000 - 35,000 /month",6 Months,Python,"We are seeking a dynamic Data Analytics intern with proficiency in Python to join our team at 3infotechsolution. This is an exciting opportunity to gain hands-on experience in a fast-paced tech company and contribute to real-world projects.

Key responsibilities:
1. Assist in collecting, cleaning, and analyzing data sets to identify trends and patterns.
2. Develop data models and algorithms to optimize processes and improve decision-making.
3. Collaborate with cross-functional teams to extract valuable insights from complex data.
4. Create visualizations and reports to present findings to stakeholders.
5. Support in implementing data-driven solutions to enhance business operations.
6. Stay updated on industry trends and best practices in data analytics.
7. Contribute to the overall success of the team by taking on ad-hoc tasks and projects as needed.

If you are passionate about data analytics, have a strong understanding of Python, and are eager to learn and grow in a collaborative environment, we want to hear from you. Apply now to kickstart your career in data analytics with us!",No PPO Mentioned,Internshala
data-science,Artificial Intelligence (AI),3infotechsolution,Work from home,"₹ 15,000 - 32,000 /month",6 Months,"Python, Data Structures","As an Artificial Intelligence (AI) intern at 3infotechsolution, you will have the opportunity to work on cutting-edge projects using your expertise in Python and Data Structures. You will be a valuable member of our team, contributing to the development of innovative AI solutions. 

Key responsibilities include:
1. Collaborating with senior AI developers to design and implement AI algorithms.
2. Assisting in the collection and analysis of data to improve AI models.
3. Testing and debugging AI systems to ensure accuracy and efficiency.
4. Participating in team meetings to discuss project progress and brainstorm new ideas.
5. Keeping up-to-date with the latest advancements in AI technology and techniques.
6. Documenting and presenting your work to the team for feedback and review.
7. Contributing to the overall success of the AI department through your hard work and dedication.

If you are passionate about AI and eager to gain hands-on experience in a dynamic work environment, then this internship is perfect for you. Join us at 3infotechsolution and be a part of the future of artificial intelligence. Apply now and take the first step towards a rewarding career in AI.",No PPO Mentioned,Internshala
data-science,Data Annotation,Redgenie Technologies Private Limited,Bangalore,"₹ 12,000 /month",3 Months,Kannada Proficiency (Written),"1. Precision Data Annotation: Execute high-accuracy annotation tasks to train and refine AI models. You will be responsible for interpreting, labeling, and categorizing data sets to ensure the highest quality of machine learning output.
2. Kannada Linguistic Processing: Leverage your native-level proficiency in Kannada (Reading, Writing, and Speaking) to ensure cultural and linguistic nuance. You will be the primary expert responsible for validating and creating content that is linguistically authentic and error-free.
3. Technical Data Management: Utilize your foundational computer skills to manage, process, and store annotated datasets. You will apply basic English literacy to navigate software interfaces, follow technical guidelines, and maintain consistent documentation across all projects.
4.",No PPO Mentioned,Internshala
data-science,Artificial Intelligence (AI),Queens Of Change Foundation,Work from home,Unpaid,1 Month,"Artificial intelligence, ChatGPT, Grok, Deepseek, Claude, Gemini","As an AI intern at Queens Of Change Foundation, you will have the opportunity to work with cutting-edge technologies such as ChatGPT, Gemini, Grok, Claude, and Deepseek. This is an exciting opportunity to apply your knowledge and skills in artificial intelligence to make a positive impact on our mission.



1. Develop and implement AI algorithms to optimize processes and enhance user experience.
2. Collaborate with team members to analyze data and provide insights for decision-making.
3. Research and stay up-to-date on the latest advancements in AI technology.
4. Assist in the development of AI-powered solutions for social impact projects.
5. Test and evaluate AI models to ensure accuracy and efficiency.
6. Participate in brainstorming sessions to generate innovative ideas for AI applications.
7. Present findings and recommendations to stakeholders in a clear and concise manner. 

If you are passionate about using AI for social good and are eager to learn and grow in a dynamic environment, we encourage you to apply for this internship opportunity. Join us in making a difference through the power of artificial intelligence!",Job offer post internship,Internshala
data-science,Social Media Analyst,Career-Domain,Nagpur,"₹ 2,000 - 5,000 /month",6 Months,"MS-Excel, Effective Communication, Data Analysis","As a Social Media Analyst Intern at Career-Domain company, you will have the opportunity to work closely with our marketing team to analyze and optimize our social media campaigns. Your role will involve using your knowledge of Effective Communication, MS Excel, and Data Analysis to drive our social media strategy forward. 



1. Monitor and analyze social media performance metrics to identify trends and insights
2. Create reports and presentations to communicate findings to the team
3. Collaborate with the marketing team to develop strategies for improving engagement and reach
4. Conduct competitive analysis to identify opportunities for growth
5. Assist in the creation and scheduling of social media content
6. Stay up-to-date with the latest social media trends and best practices
7. Help optimize social media advertising campaigns for maximum impact. 

If you are a driven and analytical individual looking to gain hands-on experience in the world of social media marketing, then this internship is perfect for you. Join us and take the first step towards a successful career in digital marketing!",No PPO Mentioned,Internshala
data-science,Machine Learning,Interview Ghost,Work from home,"₹ 10,000 - 15,000 /month",6 Months,"Python, Machine Learning, Docker, Natural Language Processing (NLP), Deep Learning, Artificial intelligence, FastAPI","1. Build and improve ML/AI features for interview evaluation, resume screening, candidate ranking, and feedback generation.
2. Work with LLMs for prompt engineering, structured outputs, interview report generation, and JD-resume matching.
3. Develop NLP pipelines to process resumes, job descriptions, interview transcripts, and candidate responses.
4. Support computer vision/video analysis for interview signals such as posture, eye contact, facial expressions, and attention.
5. Build and integrate APIs using FastAPI for ML model and LLM workflows.
6. Use Docker to package, deploy, and run ML services.
7. Optimize AI workflows for accuracy, latency, reliability, and cost.
8. Collaborate with frontend and backend teams to expose AI insights inside the product.",Job offer upto ₹ 5LPA post internship,Internshala
data-science,Survey Coordinator,Certiwisehub,Work from home,"₹ 3,000 - 5,000 /month",1 Month,"MS-Excel, Market research, Data Analysis","1. Coordinate survey assignments with participants.
2. Track survey completion and maintain response records.
3. Verify submitted surveys for completeness and quality.
4. Follow project guidelines while managing survey workflows.
5. Resolve basic participant queries related to survey completion.
6. Prepare daily reports on survey progress and completion rates.",No PPO Mentioned,Internshala
data-science,Data Analytics,Basti Ki Pathshala Foundation,Work from home,Unpaid,1 Month,"HTML, Python, SQL, Data Analytics, MS-Excel, Data Science, Power BI","Are you a data-savvy individual looking to make a real impact? Join us at Basti Ki Pathshala Foundation as a Data Analytics intern! We are a non-profit organization dedicated to providing quality education to underprivileged children in rural India. As a Data Analytics intern, you will have the opportunity to apply your skills to drive meaningful change and improve the lives of countless children. 

Key Responsibilities:
1. Analyze educational data to identify trends and patterns that can inform decision-making
2. Create visualizations and reports to communicate data insights effectively to stakeholders
3. Assist in developing predictive models to improve student outcomes
4. Collaborate with the team to design and implement data-driven strategies
5. Clean and organize data for analysis purposes
6. Support in conducting A/B testing and experiments to optimize programs
7. Continuously learn and stay updated on the latest trends in data analytics

Join us in our mission to transform education and empower the next generation. Apply now and be a part of something truly impactful!",Job offer post internship,Internshala
data-science,Data Analytics,Qubixo,Work from home,"₹ 10,000 - 20,000 /month",3 Months,"Python, SQL, Data Analytics, MS-Excel, Data Science, Power BI, Tableau","We are thrilled to announce an exciting opportunity for a Data Analytics intern at Qubixo! If you are proficient in Python, SQL, data analytics, MS-Excel, data science, Power BI, and Tableau, this position is perfect for you. As a 'Data Analytics Intern' at Qubixo, you will have the chance to work on cutting-edge projects and gain invaluable hands-on experience in the field. 

Selected intern's day-to-day responsibilites include: 

1. Assisting with data collection, cleaning, and analysis using Python and SQL
2. Creating interactive dashboards and reports in Power BI and Tableau
3. Conducting statistical analysis and data visualization to support business decisions
4. Collaborating with team members to identify trends and insights within the data
5. Assisting with the development and implementation of data-driven strategies
6. Presenting findings and recommendations to stakeholders
7. Contributing to the overall success of the Data Analytics team at Qubixo

If you are a proactive and detail-oriented individual with a passion for data analytics, we want to hear from you! Join us at Qubixo and take your skills to the next level. Apply now for this amazing opportunity.",No PPO Mentioned,Internshala
data-science,Data Annotation,Daten & Wissen Private Limited,Mira Bhayandar,"₹ 4,500 - 5,000 /month",6 Months,"MS-Excel, Data entry, Data Interpretation, Data Extraction, Data Cleaning, Data Manipulation, Data Annotation","We are looking for a Data Annotation Intern to support our AI/ML projects by labeling and annotating images accurately. This role is ideal for candidates who are detail-oriented and interested in working with data and artificial intelligence.



1. Perform image labeling and annotation as per project guidelines
2. Ensure accuracy and consistency in annotated data
3. Review and correct annotations when required
4. Meet daily/weekly annotation targets
5. Follow data confidentiality and quality standards",No PPO Mentioned,Internshala
data-science,Quant Trading,M.G. SHARES & STOCKS PRIVATE LIMITED,Gurgaon,"₹ 17,000 - 28,000 /month",2 Months,"Python, Algorithms, MS-Excel, C Programming","1. Backtest and develop trading strategies.
2. Automate and deploy trading strategies on broker terminals.
3. Monitor and evaluate the performance of live trading strategies.
4. Maintain and manage structured records of trading strategies.",No PPO Mentioned,Internshala
data-science,E-commerce Marketing,Advertising Saga,Work from home,"₹ 10,000 - 20,000 /month",6 Months,"Display Ads, Effective Communication","1. Assist in setting up and managing Amazon Sponsored Ads (Sponsored Products, Sponsored Brands, and Sponsored Display)
2. Monitor and analyse daily campaign performance (ACoS, ROAS, CTR, CPC, etc.)
3. Conduct keyword research and competitor analysis
4. Help with campaign optimisation strategies, including bid adjustments and budget allocation
5. Maintain and update campaign data in dashboards and reports
6. Coordinate with internal teams on creative assets and product listings to support ad campaigns.",Job offer upto ₹ 4LPA post internship,Internshala
data-science,Founders Office (Executive Assistant & AI),Freedom Life Ventures,Work from home,"₹ 3,000 - 5,000 /month",6 Months,"MS-Office, Project Management, Time Management, MS-Excel, Google Docs, English Proficiency (Spoken), English Proficiency (Written)","1. Work directly with the Founder to manage daily priorities, schedules, meetings, follow-ups, and execution across multiple business projects.
2. Coordinate with video editors, community operations, and other interns to ensure tasks, deadlines, and standard operating procedures (SOPs) are completed on time.
3. Prepare meeting notes, maintain documentation, organize Google Drive, update Google Sheets, and create and maintain SOPs.
4. Use AI tools such as ChatGPT and Claude to conduct research, draft documents, create checklists, and improve operational workflows.
5. Track key business metrics, prepare weekly reports, and identify opportunities to improve systems, processes, and operational efficiency.
6. Assist in organizing workshops, webinars, online community activities, and other business operations.
7. Conduct internet research, coordinate cross-functional projects, and proactively identify opportunities to improve organizational productivity.
8. Support the Founder in building scalable systems, optimizing business processes, and ensuring smooth execution across multiple business verticals.",No PPO Mentioned,Internshala
data-science,Research and Development,Star Sea Management Pvt Ltd,Vashi Navi Mumbai,"₹ 5,000 - 7,000 /month",3 Months,"Leadership, Lead Generation, Process Management, Market research, Data Analysis","1. Conduct research on shipping and maritime industry trends.
2. Collect, analyze, and present data for business insights.
3. Support process improvement and new project development.
4. Prepare research reports and presentations.
5. Assist with documentation and cross-functional coordination.",No PPO Mentioned,Internshala
data-science,Prompt Engineering,BABY DINO,Work from home,"₹ 1,000 - 2,000 /month",3 Months,English Proficiency (Written),"1. Generate AI-based content and datasets for various business and technology use cases. Comprehensive training will be provided.
2. Dedicate sufficient time to complete assigned tasks and meet project deadlines.
3. Collaborate with the team to learn AI tools, follow project guidelines, and support ongoing content and data generation activities.",No PPO Mentioned,Internshala
data-science,Artificial Intelligence (AI),BABY DINO,Work from home,"₹ 1,000 - 5,000 /month",4 Months,"Machine Learning, Natural Language Processing (NLP), Deep Learning, Artificial intelligence","1. Understand, develop, and optimize AI models for various applications.
2. Train, evaluate, and improve machine learning models using appropriate datasets and techniques.
3. Assist in data preprocessing, model testing, and performance optimization.
4. Collaborate with the team to implement AI and machine learning solutions for business requirements.",No PPO Mentioned,Internshala
data-science,AI Agent Development,"Leader Bolt (Houston, United States)",Work from home,$ 99 - 100 /month,3 Months,"Python, JSON, Claude, LLMOps","1. Design, build, deploy, and debug complex, asynchronous, multi-step automation workflows, webhooks, and data pipelines using n8n.
2. Engineer AI prompts using Claude and Claude Code to generate advanced JSON transformations, API expressions, and custom JavaScript node snippets.
3. Integrate and map live data streams between frontend applications and backend platforms such as Airtable.
4. Build and maintain AI-powered automation solutions using tools such as CrewAI, LangGraph, n8n, Softr, and Airtable.
5. Develop, test, and optimize API integrations to ensure reliable data synchronization across multiple systems.
6. Create and maintain custom JavaScript code, JSON transformations, and API workflows to support automation processes.
7. Troubleshoot, debug, and optimize automation pipelines to improve performance and reliability.
8. Collaborate with the team to design scalable enterprise automation workflows and backend architectures.",No PPO Mentioned,Internshala
data-science,Frontend Developer & Artificial Intelligence,Celer Commerce Private Limited,Work from home,"₹ 6,000 - 12,000 /month",2 Months,"Java, HTML, CSS, Time Management, MongoDB, AngularJS, Wireframing","1. Develop responsive, visually appealing, and user-friendly web applications using modern frontend technologies.
2. Build interactive and dynamic user interfaces using HTML, CSS, JavaScript, React.js, Angular, and responsive design frameworks.
3. Integrate AI-powered features and APIs (such as OpenAI, Gemini, or other AI services) into frontend applications to enhance user experience and functionality.
4. Collaborate with backend developers, AI engineers, and designers to implement scalable, high-performance solutions.
5. Optimize applications for speed, performance, cross-browser compatibility, accessibility, and mobile responsiveness.
6. Work with REST APIs and modern frontend development tools, version control (Git), and package managers.
7. Stay updated with the latest frontend frameworks, AI technologies, UI/UX trends, and industry best practices.
8. Participate in testing, debugging, code reviews, and continuous improvement of applications.",No PPO Mentioned,Internshala
data-science,Data Analytics,Stay Vista Private Limited,Mumbai,"₹ 5,000 /month",2 Months,MS-Excel,"1. Assist in data management and maintain accurate business records.
2. Prepare and update MIS reports using Microsoft Excel.
3. Coordinate with internal teams to support day-to-day business operations.
4. Assist in account management and ensure timely follow-ups with stakeholders.
5. Analyze operational data and generate reports to support business decisions.
6. Maintain documentation and ensure the accuracy of operational information.
7. Support process improvements and contribute to operational efficiency.",No PPO Mentioned,Internshala
data-science,Video Annotator - Freelance,Indika AI Private Limited,Work from home,"₹ 1,000 - 5,000 /month",4 Weeks,"Attention to Detail, Data Annotation","We are looking for detail-oriented Video Annotators to contribute to the development of next-generation Artificial Intelligence and robotics systems. In this role, you will analyze first-person (ego-view) videos and accurately segment and label human hand actions to create high-quality datasets used for training AI models.
If you have excellent observation skills, patience, and the ability to follow detailed annotation guidelines, this is an excellent opportunity to work on cutting-edge AI projects while enjoying a flexible remote work environment.



1. Review first-person (ego-view) videos carefully.
2. Segment videos into accurate, continuous action intervals with no gaps or overlaps.
3. Label each video segment by describing the precise physical action performed by the left hand, right hand, or both hands.
4. Ensure timestamp accuracy while identifying action boundaries.
5. Differentiate between active work segments and idle periods according to project guidelines.
6. Maintain consistency and accuracy throughout the annotation process.
7. Follow Standard Operating Procedures (SOPs) and project-specific annotation guidelines.
8. Perform quality checks before submitting completed annotations.
9. Report unclear cases or guideline-related questions to the project team.",No PPO Mentioned,Internshala
data-science,Machine Learning,Maxgen Technologies Private Limited,Ahmedabad,"₹ 5,000 - 12,000 /month",3 Months,"Machine Learning, Data Science, Deep Learning, Artificial intelligence","We are seeking a highly motivated Machine Learning intern to join our team at Maxgen Technologies Private Limited. If you possess a strong background in Machine Learning, Data Science, Deep Learning, and Artificial Intelligence, this opportunity is perfect for you.

Key Responsibilities:
1. Assist in the development and implementation of machine learning algorithms.
2. Collaborate with the team to analyze data and generate insights.
3. Conduct research on the latest advancements in the field of AI.
4. Support in the creation of predictive models and data visualizations.
5. Work on projects involving natural language processing and computer vision.
6. Help in the optimization of existing machine learning models.
7. Contribute to the overall growth and success of the company through innovative solutions.

If you are passionate about cutting-edge technologies and eager to gain hands-on experience in the field of Machine Learning, we encourage you to apply for this exciting opportunity. Join us in revolutionizing the future of technology at Maxgen Technologies Private Limited.",No PPO Mentioned,Internshala
data-science,AI Image Creator & Graphic Design,The Funkydelic Store,Work from home,"₹ 5,000 - 10,000 /month",6 Months,"Adobe Photoshop, Adobe Illustrator, Video Editing, Final Cut Pro, Adobe After Effects, Canva, Adobe Photoshop Lightroom CC","1. Design website banners and homepage creatives regularly for promotions, ad campaigns, or product highlights.
2. Create high-quality product images on AI/ChatGPT/Gemini and visual assets for the website, ensuring brand consistency and alignment with ongoing collections.
3. Build promotional visuals for sales, collaborations, and limited-edition drops.
4. Turn raw product shoots into scroll-stopping content, add motion graphics, subtitles, transitions & sound design
5.Help create product storytelling videos
6. Experiment with trends while maintaining brand aesthetic
7. Occasionally assist in basic color grading & pacing optimization
8. Stay updated on design trends in streetwear, psychedelic art, and youth culture to keep brand visuals fresh and relevant.",No PPO Mentioned,Internshala
data-science,Data Analytics,She Can Foundation,Work from home,Unpaid,1 Month,"HTML, Python, SQL, Data Analytics, MS-Excel, Data Science, Power BI","Are you a data analytics enthusiast looking to make a difference in the world? Join She Can Foundation as a Data Analytics intern and help us empower women through data-driven insights! As a part of our dynamic team, you will have the opportunity to hone your skills while contributing to meaningful projects that directly impact the lives of women globally. 

Key responsibilities:
1. Conduct data analysis to generate actionable insights for program improvement
2. Develop and maintain data visualizations to effectively communicate findings
3. Collaborate with team members to identify key data metrics and KPIs
4. Assist in data cleaning, validation, and organization for various databases
5. Support in creating predictive models and forecasting algorithms
6. Present findings and recommendations to stakeholders in a clear and concise manner
7. Stay updated on industry trends and best practices in data analytics to enhance our strategies

If you are a proactive and detail-oriented individual with a passion for using data to drive social impact, we want to hear from you! Apply now and be a part of our mission to empower women through data analytics.",Job offer post internship,Internshala
